Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Score_6,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Score_7,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Score_8,Pass8,Para9,Pass9
2_20_2_50_4.csv,0.4634511666666667,0.1426104967319687,0.3077141821816582,No,2_40_1.25_75_4.csv,0.345970240385885,0.12210863906599798,0.35294549880880394,No,2_40_1.5_125_4.csv,0.4613179737546183,0.014516454878377017,0.031467351597487356,No,2_80_1.25_125_4.csv,0.29854685889961424,0.12515596225119743,0.4192171463886708,No,2_120_1.75_225_4.csv,0.28362046565193233,0.19946788841302115,0.7032915905928108,Yes,2_80_1.5_125_4.csv,0.34147538665047134,0.21048936793935918,0.6164115370189556,Yes,2_120_1.5_100_4.csv,0.29909560168593624,0.05685201276189106,0.19007973517975105,No,2_100_1.75_175_14.csv,0.4363086438851027,-0.02694622031770836,-0.06175953810533344,No,No Plateau,No
2_20_2_75_4.csv,0.44274949999999996,0.1426728432696653,0.3222428105953035,No,2_40_1.25_50_4.csv,0.33580105338782024,0.30382366832806645,0.9047728268355884,Yes,2_40_1.5_125_6.csv,0.4303304140414924,0.049491134687098655,0.11500728991543396,No,2_80_1.25_100_4.csv,0.29854685732179265,0.08397424883283149,0.28127661294494466,No,2_120_1.75_100_4.csv,0.28362041452881215,0.19946785255322325,0.7032915909265759,Yes,2_80_1.5_150_4.csv,0.34147538379977455,0.2104893634071091,0.6164115288923151,Yes,2_120_1.5_125_4.csv,0.29909560168593624,0.05685201276189106,0.19007973517975105,No,2_100_1.75_200_18.csv,0.43630863379510987,-0.01665600215532004,-0.038174816781511786,No,,
2_20_1.75_50_4.csv,0.3299562293333333,0.19359549015628308,0.5867308235017626,Yes,2_40_1.25_125_4.csv,0.3264553036076413,0.3451880824763723,1.0573823695363989,Yes,2_40_1.5_50_4.csv,0.4128740124347704,0.01912325958233808,0.04631742131108178,No,2_80_1.25_50_4.csv,0.29854685732179265,0.08397424883283149,0.28127661294494466,No,2_120_1.75_125_4.csv,0.28362041452881215,0.19946785255322325,0.7032915909265759,Yes,2_80_1.5_200_4.csv,0.3414753032583264,0.21048939310523573,0.6164117612511505,Yes,2_120_1.5_150_4.csv,0.29909560168593624,0.05685201276189106,0.19007973517975105,No,2_100_1.75_125_18.csv,0.43630862577610985,-0.026946221585432355,-0.06175954357423066,No,,
1_20_1.25_50_10.csv,0.3164574166666667,0.09751528130829468,0.3081466136437883,No,2_40_1.25_100_4.csv,0.3264551922926077,0.12774249565904267,0.3913017733366138,No,2_40_1.5_50_6.csv,0.38377558149391,0.06130051196165121,0.15973009987511144,No,2_80_1.25_75_4.csv,0.29854685732179265,0.08397424883283149,0.28127661294494466,No,2_120_1.75_150_4.csv,0.28362041452881215,0.19946785255322325,0.7032915909265759,Yes,2_80_1.5_100_4.csv,0.3414752685990548,0.21048944269703457,0.6164119690441828,Yes,2_120_1.5_50_4.csv,0.29909560168593624,0.05685201276189106,0.19007973517975105,No,2_100_1.75_150_18.csv,0.43630862577610985,-0.026946221585432355,-0.06175954357423066,No,,
1_20_1.25_50_12.csv,0.3164574166666667,0.09751528130829468,0.3081466136437883,No,2_40_1.75_125_8.csv,0.2965523169244126,0.2580028428891802,0.8700078474009759,Yes,2_20_2_125_4.csv,0.37522536345169244,0.004148394526243467,0.011055741243295624,No,2_80_1.25_150_4.csv,0.2985468203604258,0.12515590668326865,0.4192170143770817,No,2_120_1.75_50_4.csv,0.28362041452881215,0.19946785255322325,0.7032915909265759,Yes,2_80_1.5_225_4.csv,0.3414752867277512,0.210489413656879,0.6164118512760673,Yes,2_120_1.5_75_4.csv,0.29909560168593624,0.05685201276189106,0.19007973517975105,No,2_100_1.75_200_20.csv,0.4363086257398282,-0.016655979714658573,-0.03817476605330872,No,,
1_20_1.25_50_14.csv,0.3164574166666667,0.09751528130829468,0.3081466136437883,No,2_40_1.75_125_10.csv,0.2965522798809986,0.25800276556304214,0.8700076953263495,Yes,2_40_1.5_75_4.csv,0.36685970332649914,-0.0349396697289767,-0.09523986802628187,No,2_80_1.25_175_4.csv,0.24233673628575314,0.12515590513778174,0.5164545295774028,Yes,2_120_1.75_75_4.csv,0.28362041452881215,0.19946785255322325,0.7032915909265759,Yes,2_80_1.5_50_4.csv,0.34147525370565424,0.21048940280510353,0.6164118791065948,Yes,2_120_1.5_225_4.csv,0.29909557160791544,0.05685200048638867,0.1900797132527124,No,2_100_1.75_100_18.csv,0.43630862299344964,-0.02694619295747038,-0.061759478354098285,No,,
1_20_1.25_50_16.csv,0.3164574166666667,0.09751528130829468,0.3081466136437883,No,2_40_1.75_175_8.csv,0.28747617340241605,0.21061716214335433,0.7326421513498003,Yes,2_40_1.5_225_4.csv,0.3538946030769887,-0.00465194214052346,-0.013144993170498968,No,2_80_1.25_200_4.csv,0.24233668920729348,0.12515592557486008,0.5164547142418141,Yes,2_120_1.75_200_4.csv,0.2836204415073204,0.19946782704943827,0.7032914341059224,Yes,2_80_1.5_75_4.csv,0.34147525370565424,0.21048940280510353,0.6164118791065948,Yes,2_120_1.5_175_4.csv,0.29909554127161375,0.05685193148871289,0.1900795018441438,No,2_100_1.75_50_18.csv,0.43630862299344964,-0.02694619295747038,-0.061759478354098285,No,,
1_20_1.25_50_18.csv,0.3164574166666667,0.09751528130829468,0.3081466136437883,No,2_40_1.75_150_8.csv,0.28747616874175486,0.21061723528223825,0.7326424176448504,Yes,2_40_1.5_175_4.csv,0.3538945927149242,-0.00465193015889979,-0.013144959698909841,No,2_80_1.25_225_4.csv,0.20751967106120822,0.12515589873932725,0.6031037833633244,Yes,2_120_1.75_175_4.csv,0.2836204163122431,0.1994678302205442,0.7032915077627778,Yes,2_80_1.5_175_4.csv,0.3414752147965735,0.21048943306959503,0.6164120379717444,Yes,2_120_1.5_200_4.csv,0.29909554127161375,0.05685193148871289,0.1900795018441438,No,2_100_1.75_75_18.csv,0.43630862299344964,-0.02694619295747038,-0.061759478354098285,No,,
1_20_1.25_50_20.csv,0.3164574166666667,0.09751528130829468,0.3081466136437883,No,2_40_1.75_150_10.csv,0.2874761614814668,0.21061718083023617,0.7326422467339587,Yes,2_40_1.5_200_4.csv,0.3538945809777169,-0.004651917149880224,-0.013144923375283706,No,2_80_1.25_100_6.csv,0.15797287688826608,-0.06875217173611659,-0.4352150387483597,No,2_60_1.5_125_4.csv,0.2750409908967163,0.14431998015736128,0.5247217139773775,Yes,2_80_1.5_175_6.csv,0.3371535713617797,0.23490718958689885,0.6967364712706358,Yes,2_100_1.75_200_6.csv,0.29437400885747445,0.2619990575917954,0.8900210266818976,Yes,2_100_1.75_125_16.csv,0.43630862036426216,-0.026946198220706354,-0.06175949078936306,No,,
1_20_1.25_50_4.csv,0.3164574166666667,0.09751528130829468,0.3081466136437883,No,2_40_1.75_175_10.csv,0.2874761557132726,0.2106171804987524,0.7326422602813049,Yes,2_40_1.5_150_4.csv,0.35389457355565695,-0.004651959281024672,-0.013145042700953026,No,2_80_1.25_50_6.csv,0.15797287688826608,-0.06875217173611659,-0.4352150387483597,No,2_60_1.5_200_4.csv,0.27504099039501767,0.14431996073703662,0.5247216443256778,Yes,2_80_1.5_225_6.csv,0.3371535900205322,0.2349072798235315,0.6967367003543576,Yes,2_100_2_100_6.csv,0.2943740022231158,0.1928090328108946,0.6549798261898081,Yes,2_100_1.75_150_16.csv,0.43630862036426216,-0.026946198220706354,-0.06175949078936306,No,,
