Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Score_1,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Score_2,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Score_3,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Score_4,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Score_5,Pass5
2_40_0.75_50_4.csv,0.4884532,0.5081583468564022,0.9407448086426947,Yes,2_40_0.75_50_6.csv,0.5401659857031856,0.03354996384433323,0.09887522307788435,No,2_20_0.75_100_4.csv,0.3393161886268979,-0.012375185489397306,-0.02715113090487213,No,2_100_0.75_50_4.csv,0.4557889515828685,0.16929289787130064,0.7999254690209143,Yes,2_80_0.75_150_10.csv,0.2116358391223468,0.003647746655296309,0.12068024933124769,No
2_40_1_50_4.csv,0.43631485000000003,0.45563850977232423,0.8435157374422402,Yes,2_40_0.75_50_4.csv,0.5081583468564022,0.11739749450848419,0.3459825921771204,No,2_20_0.75_100_6.csv,0.2664220758391296,0.017880785632871637,0.039230406026317964,No,2_100_0.75_100_4.csv,0.4329702320707507,0.16929291002281996,0.7999255264380294,Yes,2_80_0.75_150_14.csv,0.21163579609204125,0.003647748533965368,0.12068031148420728,No
2_40_1.5_50_10.csv,0.358180575,0.22761746053237344,0.4213842903042458,No,2_40_0.75_75_4.csv,0.4575886668526961,0.09932132130813107,0.29271023498853666,No,2_20_0.75_50_4.csv,0.2653075164978448,-0.025416636823619894,-0.05576404767031139,No,2_100_0.75_75_4.csv,0.4329702320707507,0.16929291002281996,0.7999255264380294,Yes,2_80_0.75_150_16.csv,0.21163579609204125,0.003647748533965368,0.12068031148420728,No
2_40_1.5_75_10.csv,0.349443425,0.2528901588002441,0.4681712019883139,No,2_40_1_50_4.csv,0.45563850977232423,0.057859656735935724,0.1705184093049849,No,2_20_0.75_175_4.csv,0.2597301061237315,-0.051116099015621544,-0.11214861360329698,No,2_100_0.75_150_4.csv,0.43297019943343634,0.194049051654067,0.9169007123703896,Yes,2_80_0.75_150_18.csv,0.21163579609204125,0.003647748533965368,0.12068031148420728,No
2_40_1.75_50_12.csv,0.32895875,0.25269185924233223,0.4678040934269456,No,2_40_0.75_75_6.csv,0.44370477835627387,-0.0018885619293163224,-0.00556578787756551,No,2_60_1.25_125_4.csv,0.25446750859948714,0.155045881930604,0.3401703384701506,No,2_100_0.75_125_4.csv,0.4329702062814655,0.1692928928005708,0.7999254450612209,Yes,2_80_0.75_150_20.csv,0.21163579609204125,0.003647748533965368,0.12068031148420728,No
2_40_1.75_50_14.csv,0.32895875,0.25269185924233223,0.4678040934269456,No,2_40_0.75_50_8.csv,0.43638655643882307,0.004947596473191974,0.014581079945599939,No,2_20_0.75_200_4.csv,0.24839146824985908,-0.07064697328385036,-0.1549993106209386,No,2_100_0.75_175_4.csv,0.4122169536414135,0.10452202400552044,0.4938767669934555,No,2_80_0.75_150_12.csv,0.21163578641047087,0.003647776790434309,0.12068124630727457,No
2_40_1.75_50_16.csv,0.32895875,0.25269185924233223,0.4678040934269456,No,2_40_0.75_50_10.csv,0.4363865270806472,0.004947589061262379,0.014581058101874697,No,2_60_0.75_200_6.csv,0.2398614455520202,0.3697863819610119,0.8113105433502033,Yes,2_80_0.75_100_14.csv,0.42824127059026457,0.10455327925211486,0.49402445108478943,No,2_80_0.75_150_8.csv,0.2116357435786017,0.0036477331515634825,0.12067980258041809,No
2_40_1.75_50_18.csv,0.32895875,0.25269185924233223,0.4678040934269456,No,2_40_0.75_50_12.csv,0.4363865270806472,0.004947589061262379,0.014581058101874697,No,2_20_1_100_10.csv,0.23911220115007017,0.05449476791721212,0.11956140605880415,No,2_80_0.75_100_16.csv,0.42824127059026457,0.10455327925211486,0.49402445108478943,No,2_20_0.75_125_10.csv,0.20679603127769802,-0.045299429355099785,-1.4986639549649907,No
2_40_1.75_50_20.csv,0.32895875,0.25269185924233223,0.4678040934269456,No,2_40_0.75_50_14.csv,0.4363865270806472,0.004947589061262379,0.014581058101874697,No,2_20_1_100_12.csv,0.23911220115007017,0.05449476791721212,0.11956140605880415,No,2_80_0.75_100_18.csv,0.42824127059026457,0.10455327925211486,0.49402445108478943,No,2_20_0.75_125_12.csv,0.20679603127769802,-0.045299429355099785,-1.4986639549649907,No
2_40_1.75_75_12.csv,0.3252598,0.25227942439151063,0.4670405598803376,No,2_40_0.75_50_16.csv,0.4363865270806472,0.004947589061262379,0.014581058101874697,No,2_20_1_100_14.csv,0.23911220115007017,0.05449476791721212,0.11956140605880415,No,2_80_0.75_100_20.csv,0.42824127059026457,0.10455327925211486,0.49402445108478943,No,2_20_0.75_125_14.csv,0.20679603127769802,-0.045299429355099785,-1.4986639549649907,No
2_40_1.75_75_14.csv,0.3252598,0.25227942439151063,0.4670405598803376,No,2_40_0.75_50_18.csv,0.4363865270806472,0.004947589061262379,0.014581058101874697,No,2_20_1_100_16.csv,0.23911220115007017,0.05449476791721212,0.11956140605880415,No,2_80_0.75_50_14.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_20_0.75_125_16.csv,0.20679603127769802,-0.045299429355099785,-1.4986639549649907,No
2_40_1.75_75_16.csv,0.3252598,0.25227942439151063,0.4670405598803376,No,2_40_0.75_50_20.csv,0.4363865270806472,0.004947589061262379,0.014581058101874697,No,2_20_1_100_18.csv,0.23911220115007017,0.05449476791721212,0.11956140605880415,No,2_80_0.75_50_16.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_20_0.75_125_18.csv,0.20679603127769802,-0.045299429355099785,-1.4986639549649907,No
2_40_1.75_75_18.csv,0.3252598,0.25227942439151063,0.4670405598803376,No,2_40_1_50_6.csv,0.42115314263737613,0.054174864245950874,0.1596589436693907,No,2_20_1_100_20.csv,0.23911220115007017,0.05449476791721212,0.11956140605880415,No,2_80_0.75_50_18.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_20_0.75_125_20.csv,0.20679603127769802,-0.045299429355099785,-1.4986639549649907,No
2_40_1.75_75_20.csv,0.3252598,0.25227942439151063,0.4670405598803376,No,2_40_1_75_4.csv,0.40197587560428505,0.06558314662199714,0.1932803350396111,No,2_60_1.25_125_6.csv,0.23908948520302736,0.22264148422717667,0.4884749475703817,No,2_80_0.75_50_20.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_20_0.75_125_8.csv,0.20679603127769802,-0.045299429355099785,-1.4986639549649907,No
2_40_1.5_75_12.csv,0.3241001,0.25289016353936966,0.46817121076177554,No,2_40_1_75_6.csv,0.3703129979419677,0.04407732867241772,0.1299004590700519,No,2_20_0.75_150_4.csv,0.237198423541585,-0.03874725973773281,-0.08501140627311121,No,2_80_0.75_75_14.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_100_0.75_150_6.csv,0.200782093775764,-0.031181816964852997,-1.0316038369759304,No
2_40_1.5_75_14.csv,0.3241001,0.25289016353936966,0.46817121076177554,No,2_60_1_50_4.csv,0.3603770561615144,0.03232477689365594,0.095264470064188,No,2_20_1.25_100_10.csv,0.23308355267114667,0.00938626071477984,0.020593436243245968,No,2_80_0.75_75_16.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_100_0.75_150_12.csv,0.19742815556098575,-0.026905197625035557,-0.8901182742451269,No
2_40_1.5_75_16.csv,0.3241001,0.25289016353936966,0.46817121076177554,No,2_60_1_75_4.csv,0.3603769932596108,0.03232477418906376,0.09526446209347433,No,2_20_1.25_100_12.csv,0.23308355267114667,0.00938626071477984,0.020593436243245968,No,2_80_0.75_75_18.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_100_0.75_150_8.csv,0.19742813998778577,-0.026905225248558595,-0.8901191881281244,No
2_40_1.5_75_18.csv,0.3241001,0.25289016353936966,0.46817121076177554,No,2_40_0.75_75_10.csv,0.35970010993989543,0.010699667857924162,0.03153303089148369,No,2_20_1.25_100_14.csv,0.23308355267114667,0.00938626071477984,0.020593436243245968,No,2_80_0.75_75_20.csv,0.4282412828588601,0.10455330166179769,0.49402455697272846,No,2_100_0.75_150_10.csv,0.1974281138222887,-0.026905217833250734,-0.8901189428037404,No
2_40_1.5_75_20.csv,0.3241001,0.25289016353936966,0.46817121076177554,No,2_40_0.75_75_12.csv,0.35970010993989543,0.010699667857924162,0.03153303089148369,No,2_20_1.25_100_16.csv,0.23308355267114667,0.00938626071477984,0.020593436243245968,No,2_80_0.75_50_8.csv,0.4282412432975345,0.10455333654875015,0.49402472181698454,No,2_100_0.75_150_14.csv,0.1974280732238094,-0.02690521023602417,-0.8901186914608478,No
