Para1,InSample1_Annual_RateOfReturn,OutSample1_Annual_RateOfReturn,Pass1,Para2,InSample2_Annual_RateOfReturn,OutSample2_Annual_RateOfReturn,Pass2,Para3,InSample3_Annual_RateOfReturn,OutSample3_Annual_RateOfReturn,Pass3,Para4,InSample4_Annual_RateOfReturn,OutSample4_Annual_RateOfReturn,Pass4,Para5,InSample5_Annual_RateOfReturn,OutSample5_Annual_RateOfReturn,Pass5,Para6,InSample6_Annual_RateOfReturn,OutSample6_Annual_RateOfReturn,Pass6,Para7,InSample7_Annual_RateOfReturn,OutSample7_Annual_RateOfReturn,Pass7,Para8,InSample8_Annual_RateOfReturn,OutSample8_Annual_RateOfReturn,Pass8,Para9,Pass9
2_20_1.5_50_10.csv,0.8313726666666666,0.19708874552414468,Yes,2_20_1_100_6.csv,0.32904684662023254,0.06027824989989121,No,2_60_0.75_100_4.csv,0.23200345457462104,-0.010089534972299686,No,1_40_0.75_50_4.csv,0.16288685539781372,0.1290954221580998,Yes,1_20_0.75_75_10.csv,0.29444051376559593,0.2548056316034004,Yes,2_80_0.75_50_8.csv,0.6041409528884898,0.254402648842582,No,2_60_0.75_50_4.csv,0.6963670480673272,0.1294063815924082,No,2_60_1.25_50_6.csv,0.3756749560366543,-0.015642515396919285,No,No Plateau,No
2_20_1.5_50_12.csv,0.8313726666666666,0.19708874552414468,,2_20_1_100_10.csv,0.32904681618531395,0.060278168100985574,,2_60_0.75_125_4.csv,0.21709199578677235,-0.06478162524604428,,3_40_0.75_50_4.csv,0.16288685539781372,0.1290954221580998,,1_20_0.75_75_12.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_75_8.csv,0.6041409528884898,0.254402648842582,,2_60_0.75_75_4.csv,0.69636689845142,0.12940640577336887,,2_60_1.25_75_6.csv,0.3756749560366543,-0.015642515396919285,,,
2_20_1.5_50_14.csv,0.8313726666666666,0.19708874552414468,,2_20_1_100_12.csv,0.32904681618531395,0.060278168100985574,,2_60_0.75_150_4.csv,0.20175131558084503,-0.03709338953667294,,1_40_0.75_50_10.csv,0.14934237539245918,0.1290953910592403,,1_20_0.75_75_14.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_50_6.csv,0.6041409308163022,0.4110101818165043,,2_60_0.75_225_4.csv,0.553026070880879,0.0003035299643110168,,2_80_1.5_150_6.csv,0.3603671297270734,0.021241164784216712,,,
2_20_1.5_50_16.csv,0.8313726666666666,0.19708874552414468,,2_20_1_100_14.csv,0.32904681618531395,0.060278168100985574,,2_60_0.75_200_4.csv,0.17451527231776987,-0.012854233091675651,,1_40_0.75_50_12.csv,0.14934237539245918,0.1290953910592403,,1_20_0.75_75_16.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_75_6.csv,0.6041409308163022,0.4110101818165043,,2_60_0.75_200_4.csv,0.5530259536111655,0.05203872643383238,,2_60_1.25_175_6.csv,0.35016458937899,-0.01864394534873846,,,
2_20_1.5_50_18.csv,0.8313726666666666,0.19708874552414468,,2_20_1_100_16.csv,0.32904681618531395,0.060278168100985574,,2_60_0.75_175_4.csv,0.1745152354570637,-0.01821662328862058,,1_40_0.75_50_14.csv,0.14934237539245918,0.1290953910592403,,1_20_0.75_75_18.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_50_12.csv,0.5545390078766227,0.18141321536003616,,2_60_0.75_100_4.csv,0.5453307156183271,0.22451242285224376,,2_80_1.5_175_6.csv,0.3255495078041697,0.021241196098750754,,,
2_20_1.5_50_20.csv,0.8313726666666666,0.19708874552414468,,2_20_1_100_18.csv,0.32904681618531395,0.060278168100985574,,2_60_1_175_8.csv,0.17266835212024373,-0.07029212498610567,,1_40_0.75_50_16.csv,0.14934237539245918,0.1290953910592403,,1_20_0.75_75_20.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_75_12.csv,0.5545390078766227,0.18141321536003616,,2_60_0.75_50_6.csv,0.534971111357705,0.1355180017903941,,2_80_1.5_200_6.csv,0.3255494593924318,0.02124119526663611,,,
2_20_1.25_50_10.csv,0.8259490833333334,0.20817195177275252,,2_20_1_100_20.csv,0.32904681618531395,0.060278168100985574,,2_60_1_200_8.csv,0.17266835212024373,-0.0467720534014017,,1_40_0.75_50_18.csv,0.14934237539245918,0.1290953910592403,,1_20_0.75_75_4.csv,0.29444051376559593,0.2548056316034004,,2_60_1_100_4.csv,0.547103090777503,0.16114928323495414,,2_60_0.75_75_6.csv,0.534971111357705,0.1355180017903941,,2_60_1.25_100_6.csv,0.333576335109771,-0.015642559340393478,,,
2_20_1.25_50_12.csv,0.8259490833333334,0.20817195177275252,,2_20_1_100_8.csv,0.32904681618531395,0.060278168100985574,,2_60_1_175_12.csv,0.17266834114016602,-0.07029212812516675,,1_40_0.75_50_20.csv,0.14934237539245918,0.1290953910592403,,1_20_0.75_75_6.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_50_10.csv,0.5396586024167791,0.1814132139467199,,2_40_1.75_50_6.csv,0.4594775843012027,0.1065826142197187,,2_80_1.5_100_6.csv,0.3027244453390298,0.019420196650437472,,,
2_20_1.25_50_14.csv,0.8259490833333334,0.20817195177275252,,2_20_0.75_100_10.csv,0.3229816615010305,0.0327038359490541,,2_60_1_175_14.csv,0.17266834114016602,-0.07029212812516675,,1_40_0.75_50_6.csv,0.14934237539245918,0.1290953910592403,,1_20_0.75_75_8.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_75_10.csv,0.5396586024167791,0.1814132139467199,,2_40_0.75_50_10.csv,0.43217367486648345,-0.0510599288754754,,2_80_1.5_125_6.csv,0.30272440397628586,0.01942016753485782,,,
2_20_1.25_50_16.csv,0.8259490833333334,0.20817195177275252,,2_20_0.75_100_12.csv,0.3229816615010305,0.0327038359490541,,2_60_1_175_16.csv,0.17266834114016602,-0.07029212812516675,,1_40_0.75_50_8.csv,0.14934237539245918,0.1290953910592403,,3_20_0.75_75_10.csv,0.29444051376559593,0.2548056316034004,,2_80_0.75_50_14.csv,0.5214711901567691,0.18141317096560974,,2_40_0.75_50_12.csv,0.43217367486648345,-0.0510599288754754,,2_80_1.5_50_6.csv,0.3027243763496307,0.019420155545416855,,,
